lat,lon,cluster,grid_lat,grid_lon,grid_id
-33.4442897,-70.6707172,5,-3344,-7067,-3344_-7067
-33.4329608,-70.6747506,5,-3343,-7067,-3343_-7067
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4665583,-70.6457185,3,-3347,-7065,-3347_-7065
-33.4684006,-70.6523191,3,-3347,-7065,-3347_-7065
-33.4615422,-70.6553122,3,-3346,-7066,-3346_-7066
-33.4682103,-70.6366642,6,-3347,-7064,-3347_-7064
-33.4677878,-70.6738372,1,-3347,-7067,-3347_-7067
-33.4497883,-70.6466983,0,-3345,-7065,-3345_-7065
-33.4586352,-70.6320159,6,-3346,-7063,-3346_-7063
-33.4394287,-70.6419639,0,-3344,-7064,-3344_-7064
-33.4672055,-70.6471688,3,-3347,-7065,-3347_-7065
-33.4542628,-70.6463267,0,-3345,-7065,-3345_-7065
-33.4701116,-70.6485944,3,-3347,-7065,-3347_-7065
-33.4745414,-70.6716074,1,-3347,-7067,-3347_-7067
-33.4559114,-70.6408446,0,-3346,-7064,-3346_-7064
-33.4555384,-70.6726906,1,-3346,-7067,-3346_-7067
-33.4544553,-70.6371529,0,-3345,-7064,-3345_-7064
-33.4530404,-70.6715384,1,-3345,-7067,-3345_-7067
-33.4548507,-70.6480582,0,-3345,-7065,-3345_-7065
-33.4583784,-70.6553421,3,-3346,-7066,-3346_-7066
-33.4476264,-70.6455195,0,-3345,-7065,-3345_-7065
-33.4629106,-70.6480244,3,-3346,-7065,-3346_-7065
-33.4418542,-70.6719184,5,-3344,-7067,-3344_-7067
-33.4482822,-70.6550258,9,-3345,-7066,-3345_-7066
-33.4389999,-70.6742924,5,-3344,-7067,-3344_-7067
-33.4469299,-70.6791544,5,-3345,-7068,-3345_-7068
-33.4398025,-70.6769328,5,-3344,-7068,-3344_-7068
-33.444601,-70.661559,9,-3344,-7066,-3344_-7066
-33.4336582,-70.6529548,9,-3343,-7065,-3343_-7065
-33.455772,-70.6327344,6,-3346,-7063,-3346_-7063
-33.4276819,-70.675275,5,-3343,-7068,-3343_-7068
-33.444825,-70.6417043,0,-3344,-7064,-3344_-7064
-33.4431839,-70.6655015,9,-3344,-7067,-3344_-7067
-33.4376734,-70.6727428,5,-3344,-7067,-3344_-7067
-33.4399465,-70.6744074,5,-3344,-7067,-3344_-7067
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4367975,-70.6416994,0,-3344,-7064,-3344_-7064
-33.455787,-70.6366355,6,-3346,-7064,-3346_-7064
-33.4388393,-70.6666881,5,-3344,-7067,-3344_-7067
-33.4330375,-70.6704594,5,-3343,-7067,-3343_-7067
-33.4346019,-70.6631533,9,-3343,-7066,-3343_-7066
-33.4469382,-70.6428242,0,-3345,-7064,-3345_-7064
-33.4451217,-70.6782807,5,-3345,-7068,-3345_-7068
-33.4511448,-70.6694735,1,-3345,-7067,-3345_-7067
-33.432015,-70.6738507,5,-3343,-7067,-3343_-7067
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4346019,-70.6631533,9,-3343,-7066,-3343_-7066
-33.4378995,-70.668099,5,-3344,-7067,-3344_-7067
-33.4353474,-70.6752412,5,-3344,-7068,-3344_-7068
-33.4323727,-70.6590888,9,-3343,-7066,-3343_-7066
-33.4638088,-70.6413375,6,-3346,-7064,-3346_-7064
-33.4756482,-70.6507409,3,-3348,-7065,-3348_-7065
-33.4702115,-70.6720639,1,-3347,-7067,-3347_-7067
-33.4683233,-70.671954,1,-3347,-7067,-3347_-7067
-33.4349893,-70.6771868,5,-3343,-7068,-3343_-7068
-33.5893759,-70.5997333,7,-3359,-7060,-3359_-7060
-33.436983,-70.6724182,5,-3344,-7067,-3344_-7067
-33.4321422,-70.6659044,9,-3343,-7067,-3343_-7067
-33.4564187,-70.6433213,0,-3346,-7064,-3346_-7064
-33.449341,-70.6550924,0,-3345,-7066,-3345_-7066
-33.4628056,-70.6406431,6,-3346,-7064,-3346_-7064
-33.4583139,-70.6402218,6,-3346,-7064,-3346_-7064
-33.449341,-70.6550924,0,-3345,-7066,-3345_-7066
-33.4341969,-70.6589029,9,-3343,-7066,-3343_-7066
-33.4431839,-70.6655015,9,-3344,-7067,-3344_-7067
-33.4570215,-70.6421566,0,-3346,-7064,-3346_-7064
-33.4646833,-70.6357074,6,-3346,-7064,-3346_-7064
-33.4684286,-70.6319642,6,-3347,-7063,-3347_-7063
-33.4497883,-70.6466983,0,-3345,-7065,-3345_-7065
-33.4674558,-70.6536046,3,-3347,-7065,-3347_-7065
-33.4369806,-70.6593585,9,-3344,-7066,-3344_-7066
-33.4313885,-70.6688791,5,-3343,-7067,-3343_-7067
-33.471162,-70.6352176,6,-3347,-7064,-3347_-7064
-33.4414596,-70.6588064,9,-3344,-7066,-3344_-7066
-33.4543503,-70.6353497,6,-3345,-7064,-3345_-7064
-33.4376796,-70.6554429,9,-3344,-7066,-3344_-7066
-33.4669814,-70.6731591,1,-3347,-7067,-3347_-7067
-33.4368865,-70.6486977,9,-3344,-7065,-3344_-7065
-33.4536436,-70.6685866,1,-3345,-7067,-3345_-7067
-33.4536436,-70.6685866,1,-3345,-7067,-3345_-7067
-33.4626146,-70.6724756,1,-3346,-7067,-3346_-7067
-33.4445103,-70.6403147,0,-3344,-7064,-3344_-7064
-33.4509169,-70.6409415,0,-3345,-7064,-3345_-7064
-33.437263,-70.6791301,5,-3344,-7068,-3344_-7068
-33.4367575,-70.6548208,9,-3344,-7065,-3344_-7065
-33.4310326,-70.6731739,5,-3343,-7067,-3343_-7067
-33.4310326,-70.6731739,5,-3343,-7067,-3343_-7067
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4536146,-70.6389851,0,-3345,-7064,-3345_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4663077,-70.634697,6,-3347,-7063,-3347_-7063
-33.4561816,-70.6501985,3,-3346,-7065,-3346_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4554893,-70.6631439,1,-3346,-7066,-3346_-7066
-33.458337,-70.6494428,3,-3346,-7065,-3346_-7065
-33.4652506,-70.6354327,6,-3347,-7064,-3347_-7064
-33.4594185,-70.6773067,1,-3346,-7068,-3346_-7068
-33.432527,-70.6676255,5,-3343,-7067,-3343_-7067
-33.4575877,-70.6349233,6,-3346,-7063,-3346_-7063
-33.445803,-70.6400688,0,-3345,-7064,-3345_-7064
-33.4558782,-70.6738419,1,-3346,-7067,-3346_-7067
-33.4577151,-70.6541374,3,-3346,-7065,-3346_-7065
-33.4363146,-70.6486262,9,-3344,-7065,-3344_-7065
-33.4346019,-70.6631533,9,-3343,-7066,-3343_-7066
-33.4607552,-70.676975,1,-3346,-7068,-3346_-7068
-33.4540897,-70.6390494,0,-3345,-7064,-3345_-7064
-33.4453726,-70.6400764,0,-3345,-7064,-3345_-7064
-33.4540648,-70.6704774,1,-3345,-7067,-3345_-7067
-33.4415656,-70.6638287,9,-3344,-7066,-3344_-7066
-33.4640701,-70.6364485,6,-3346,-7064,-3346_-7064
-33.441564,-70.677052,5,-3344,-7068,-3344_-7068
-33.462789,-70.6361366,6,-3346,-7064,-3346_-7064
-33.4621894,-70.633654,6,-3346,-7063,-3346_-7063
-33.4415656,-70.6638287,9,-3344,-7066,-3344_-7066
-33.4489498,-70.6469546,0,-3345,-7065,-3345_-7065
-33.4554593,-70.6420153,0,-3346,-7064,-3346_-7064
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4499828,-70.6466214,0,-3345,-7065,-3345_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.454338,-70.6354317,6,-3345,-7064,-3345_-7064
-33.4557545,-70.6357068,6,-3346,-7064,-3346_-7064
-33.464481,-70.6720925,1,-3346,-7067,-3346_-7067
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4569016,-70.6520105,3,-3346,-7065,-3346_-7065
-33.4569016,-70.6520105,3,-3346,-7065,-3346_-7065
-33.4487014,-70.6328793,0,-3345,-7063,-3345_-7063
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4604115,-70.6764576,1,-3346,-7068,-3346_-7068
-33.433249,-70.6675111,5,-3343,-7067,-3343_-7067
-33.4644979,-70.6356837,6,-3346,-7064,-3346_-7064
-33.4916697,-70.7443578,4,-3349,-7074,-3349_-7074
-33.4415656,-70.6638287,9,-3344,-7066,-3344_-7066
-33.4542786,-70.6390003,0,-3345,-7064,-3345_-7064
-33.4647426,-70.6369268,6,-3346,-7064,-3346_-7064
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4737682,-70.6538108,3,-3347,-7065,-3347_-7065
-33.4415656,-70.6638287,9,-3344,-7066,-3344_-7066
-33.4561816,-70.6501985,3,-3346,-7065,-3346_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4608062,-70.6374847,6,-3346,-7064,-3346_-7064
-33.4401847,-70.645543,0,-3344,-7065,-3344_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4737682,-70.6538108,3,-3347,-7065,-3347_-7065
-33.4644763,-70.6329415,6,-3346,-7063,-3346_-7063
-33.4636211,-70.636016,6,-3346,-7064,-3346_-7064
-33.4494715,-70.6469084,0,-3345,-7065,-3345_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.469526,-70.6540313,3,-3347,-7065,-3347_-7065
-33.4672759,-70.6361977,6,-3347,-7064,-3347_-7064
-33.4608129,-70.6455409,3,-3346,-7065,-3346_-7065
-33.4293631,-70.6761433,5,-3343,-7068,-3343_-7068
-33.4511092,-70.6584511,1,-3345,-7066,-3345_-7066
-33.4415656,-70.6638287,9,-3344,-7066,-3344_-7066
-33.436669,-70.6439395,0,-3344,-7064,-3344_-7064
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4411798,-70.6715665,5,-3344,-7067,-3344_-7067
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4610616,-70.635337,6,-3346,-7064,-3346_-7064
-33.4651174,-70.6350032,6,-3347,-7064,-3347_-7064
-33.454521,-70.6554563,3,-3345,-7066,-3345_-7066
-33.4415656,-70.6638287,9,-3344,-7066,-3344_-7066
-33.459918,-70.6731666,1,-3346,-7067,-3346_-7067
-33.4547284,-70.6497782,0,-3345,-7065,-3345_-7065
-33.4561816,-70.6501985,3,-3346,-7065,-3346_-7065
-33.4572247,-70.6509239,3,-3346,-7065,-3346_-7065
-33.4665245,-70.6324791,6,-3347,-7063,-3347_-7063
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4550466,-70.6498317,3,-3346,-7065,-3346_-7065
-33.4411887,-70.6582857,9,-3344,-7066,-3344_-7066
-33.433249,-70.6675111,5,-3343,-7067,-3343_-7067
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4561816,-70.6501985,3,-3346,-7065,-3346_-7065
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4627371,-70.6401613,6,-3346,-7064,-3346_-7064
-33.4595683,-70.6356361,6,-3346,-7064,-3346_-7064
-33.4319498,-70.6694355,5,-3343,-7067,-3343_-7067
-33.460498,-70.6342271,6,-3346,-7063,-3346_-7063
-33.4715938,-70.6304651,6,-3347,-7063,-3347_-7063
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4319403,-70.6686213,5,-3343,-7067,-3343_-7067
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4684006,-70.6523191,3,-3347,-7065,-3347_-7065
-33.4504296,-70.6409653,0,-3345,-7064,-3345_-7064
-33.432648,-70.6647056,9,-3343,-7066,-3343_-7066
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4685884,-70.6522136,3,-3347,-7065,-3347_-7065
-33.4737682,-70.6538108,3,-3347,-7065,-3347_-7065
-33.4444605,-70.6399251,0,-3344,-7064,-3344_-7064
-33.469584,-70.6381133,6,-3347,-7064,-3347_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4350464,-70.6695474,5,-3344,-7067,-3344_-7067
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4667031,-70.6554104,3,-3347,-7066,-3347_-7066
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4540916,-70.6705981,1,-3345,-7067,-3345_-7067
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4608129,-70.6455409,3,-3346,-7065,-3346_-7065
-33.4685884,-70.6522136,3,-3347,-7065,-3347_-7065
-33.4737682,-70.6538108,3,-3347,-7065,-3347_-7065
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.458337,-70.6494428,3,-3346,-7065,-3346_-7065
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4440099,-70.6403062,0,-3344,-7064,-3344_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4713978,-70.6468107,3,-3347,-7065,-3347_-7065
-33.4618574,-70.6532618,3,-3346,-7065,-3346_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4382032,-70.6716251,5,-3344,-7067,-3344_-7067
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4713012,-70.6506211,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4489498,-70.6469546,0,-3345,-7065,-3345_-7065
-33.4561816,-70.6501985,3,-3346,-7065,-3346_-7065
-33.4511092,-70.6584511,1,-3345,-7066,-3345_-7066
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4569345,-70.6546369,3,-3346,-7065,-3346_-7065
-33.4489498,-70.6469546,0,-3345,-7065,-3345_-7065
-33.4346019,-70.6631533,9,-3343,-7066,-3343_-7066
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4556127,-70.655316,3,-3346,-7066,-3346_-7066
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4641569,-70.6396632,6,-3346,-7064,-3346_-7064
-33.4360669,-70.6467824,0,-3344,-7065,-3344_-7065
-33.4695624,-70.6535717,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4555747,-70.6354618,6,-3346,-7064,-3346_-7064
-33.4685884,-70.6522136,3,-3347,-7065,-3347_-7065
-33.4699749,-70.643843,3,-3347,-7064,-3347_-7064
-33.4615833,-70.6541091,3,-3346,-7065,-3346_-7065
-33.4591088,-70.6363317,6,-3346,-7064,-3346_-7064
-33.4935297,-70.7704375,4,-3349,-7077,-3349_-7077
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4489498,-70.6469546,0,-3345,-7065,-3345_-7065
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4616834,-70.6540099,3,-3346,-7065,-3346_-7065
-33.4489498,-70.6469546,0,-3345,-7065,-3345_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4528429,-70.6703817,1,-3345,-7067,-3345_-7067
-33.4569345,-70.6546369,3,-3346,-7065,-3346_-7065
-33.4563075,-70.6655447,1,-3346,-7067,-3346_-7067
-33.4639601,-70.6365149,6,-3346,-7064,-3346_-7064
-33.4549348,-70.6568582,3,-3345,-7066,-3345_-7066
-33.470764,-70.645667,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4737682,-70.6538108,3,-3347,-7065,-3347_-7065
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4709678,-70.6472181,3,-3347,-7065,-3347_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.464716,-70.647107,3,-3346,-7065,-3346_-7065
-33.4710622,-70.6471278,3,-3347,-7065,-3347_-7065
-33.4390421,-70.6682563,5,-3344,-7067,-3344_-7067
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4563075,-70.6655447,1,-3346,-7067,-3346_-7067
-33.4737682,-70.6538108,3,-3347,-7065,-3347_-7065
-33.4558703,-70.6640511,1,-3346,-7066,-3346_-7066
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4564187,-70.6433213,0,-3346,-7064,-3346_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4677978,-70.6534568,3,-3347,-7065,-3347_-7065
-33.455335,-70.6553467,3,-3346,-7066,-3346_-7066
-33.4716193,-70.6468089,3,-3347,-7065,-3347_-7065
-33.4594765,-70.67667,1,-3346,-7068,-3346_-7068
-33.4511092,-70.6584511,1,-3345,-7066,-3345_-7066
-33.4436508,-70.6721129,5,-3344,-7067,-3344_-7067
-33.4635453,-70.6345386,6,-3346,-7063,-3346_-7063
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.446621,-70.6460771,0,-3345,-7065,-3345_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.4621894,-70.633654,6,-3346,-7063,-3346_-7063
-33.4556529,-70.6620147,1,-3346,-7066,-3346_-7066
-33.4618574,-70.6532618,3,-3346,-7065,-3346_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4742312,-70.6368578,6,-3347,-7064,-3347_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4581047,-70.6457054,3,-3346,-7065,-3346_-7065
-33.4652539,-70.6744574,1,-3347,-7067,-3347_-7067
-33.470764,-70.645667,3,-3347,-7065,-3347_-7065
-33.4367255,-70.6460022,0,-3344,-7065,-3344_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4699749,-70.643843,3,-3347,-7064,-3347_-7064
-33.4554747,-70.6712078,1,-3346,-7067,-3346_-7067
-33.4554747,-70.6712078,1,-3346,-7067,-3346_-7067
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4713978,-70.6468107,3,-3347,-7065,-3347_-7065
-33.4564187,-70.6433213,0,-3346,-7064,-3346_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4665944,-70.6521008,3,-3347,-7065,-3347_-7065
-33.4647141,-70.6342205,6,-3346,-7063,-3346_-7063
-33.4335729,-70.6721305,5,-3343,-7067,-3343_-7067
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4334245,-70.6667573,5,-3343,-7067,-3343_-7067
-33.460397,-70.6750237,1,-3346,-7068,-3346_-7068
-33.4608129,-70.6455409,3,-3346,-7065,-3346_-7065
-33.4511092,-70.6584511,1,-3345,-7066,-3345_-7066
-33.4664279,-70.6497538,3,-3347,-7065,-3347_-7065
-33.4614947,-70.654089,3,-3346,-7065,-3346_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4619093,-70.655182,3,-3346,-7066,-3346_-7066
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4473559,-70.6344593,0,-3345,-7063,-3345_-7063
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4616834,-70.6540099,3,-3346,-7065,-3346_-7065
-33.5073851,-70.7739029,4,-3351,-7077,-3351_-7077
-33.463923,-70.6471367,3,-3346,-7065,-3346_-7065
-33.4703682,-70.6467754,3,-3347,-7065,-3347_-7065
-33.4632875,-70.6414359,6,-3346,-7064,-3346_-7064
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4699749,-70.643843,3,-3347,-7064,-3347_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4567347,-70.6308203,6,-3346,-7063,-3346_-7063
-33.4403019,-70.6621224,9,-3344,-7066,-3344_-7066
-33.453901,-70.6708803,1,-3345,-7067,-3345_-7067
-33.458337,-70.6494428,3,-3346,-7065,-3346_-7065
-33.4737682,-70.6538108,3,-3347,-7065,-3347_-7065
-33.458337,-70.6494428,3,-3346,-7065,-3346_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4557592,-70.6621149,1,-3346,-7066,-3346_-7066
-33.4448347,-70.6721333,5,-3344,-7067,-3344_-7067
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4583005,-70.6359739,6,-3346,-7064,-3346_-7064
-33.4935297,-70.7704375,4,-3349,-7077,-3349_-7077
-33.4710556,-70.6481575,3,-3347,-7065,-3347_-7065
-33.4664002,-70.6747646,1,-3347,-7067,-3347_-7067
-33.4500661,-70.6403035,0,-3345,-7064,-3345_-7064
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.458337,-70.6494428,3,-3346,-7065,-3346_-7065
-33.442961,-70.6385488,0,-3344,-7064,-3344_-7064
-33.4352388,-70.6455739,0,-3344,-7065,-3344_-7065
-33.4649183,-70.651054,3,-3346,-7065,-3346_-7065
-33.4574188,-70.6356041,6,-3346,-7064,-3346_-7064
-33.4687803,-70.6490745,3,-3347,-7065,-3347_-7065
-33.4483901,-70.666589,1,-3345,-7067,-3345_-7067
-33.4666006,-70.6737012,1,-3347,-7067,-3347_-7067
-33.4725666,-70.6495913,3,-3347,-7065,-3347_-7065
-33.4703132,-70.6341184,6,-3347,-7063,-3347_-7063
-33.4697961,-70.648755,3,-3347,-7065,-3347_-7065
-33.4714807,-70.6451665,3,-3347,-7065,-3347_-7065
-33.4638112,-70.6307764,6,-3346,-7063,-3346_-7063
-33.4479068,-70.6649542,1,-3345,-7066,-3345_-7066
-33.4343736,-70.6730628,5,-3343,-7067,-3343_-7067
-33.4477964,-70.6443089,0,-3345,-7064,-3345_-7064
-33.4687803,-70.6490745,3,-3347,-7065,-3347_-7065
-33.4700175,-70.6424012,3,-3347,-7064,-3347_-7064
-33.4620729,-70.6393199,6,-3346,-7064,-3346_-7064
-33.4423186,-70.6591366,9,-3344,-7066,-3344_-7066
-33.4646708,-70.6468439,3,-3346,-7065,-3346_-7065
-33.4560896,-70.6438246,0,-3346,-7064,-3346_-7064
-33.4682574,-70.6727046,1,-3347,-7067,-3347_-7067
-33.4544881,-70.646658,0,-3345,-7065,-3345_-7065
-33.4722852,-70.6514127,3,-3347,-7065,-3347_-7065
-33.4652057,-70.6740932,1,-3347,-7067,-3347_-7067
-33.4579958,-70.6554642,3,-3346,-7066,-3346_-7066
-33.4629106,-70.6480244,3,-3346,-7065,-3346_-7065
-33.4505481,-70.6471812,0,-3345,-7065,-3345_-7065
-33.471677,-70.6437463,3,-3347,-7064,-3347_-7064
-33.4468326,-70.6515607,0,-3345,-7065,-3345_-7065
-33.4707192,-70.6423803,3,-3347,-7064,-3347_-7064
-33.4522367,-70.6458913,0,-3345,-7065,-3345_-7065
-33.464699,-70.6389331,6,-3346,-7064,-3346_-7064
-33.4463212,-70.6471729,0,-3345,-7065,-3345_-7065
-33.4757386,-70.6488292,3,-3348,-7065,-3348_-7065
-33.4554747,-70.6712078,1,-3346,-7067,-3346_-7067
-33.4694294,-70.672071,1,-3347,-7067,-3347_-7067
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4505481,-70.6471812,0,-3345,-7065,-3345_-7065
-33.4494715,-70.6469084,0,-3345,-7065,-3345_-7065
-33.4659156,-70.673088,1,-3347,-7067,-3347_-7067
-33.456475,-70.6539241,3,-3346,-7065,-3346_-7065
-33.4496963,-70.6453526,0,-3345,-7065,-3345_-7065
-33.4686375,-70.6729499,1,-3347,-7067,-3347_-7067
-33.4696902,-70.6720686,1,-3347,-7067,-3347_-7067
-33.4726949,-70.6335292,6,-3347,-7063,-3347_-7063
-33.4496963,-70.6453526,0,-3345,-7065,-3345_-7065
-33.4496963,-70.6453526,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.458564,-70.6491249,3,-3346,-7065,-3346_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4496963,-70.6453526,0,-3345,-7065,-3345_-7065
-33.4678931,-70.6717876,1,-3347,-7067,-3347_-7067
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4488277,-70.6450664,0,-3345,-7065,-3345_-7065
-33.4529492,-70.661784,1,-3345,-7066,-3345_-7066
-33.4583489,-70.6529548,3,-3346,-7065,-3346_-7065
